Melt temperature,Mold temperature,time_to_fill,ZDx - Plasticizing time,ZUx - Cycle time,SKx - Closing force,SKs - Clamping force peak value,Ms - Torque peak value current cycle,Mm - Torque mean value current cycle,APSs - Specific back pressure peak value,APVs - Specific injection pressure peak value,CPn - Screw position at the end of hold pressure,SVo - Shot volume,quality
106.149,81.5,6.084,2.88,75.65,905.5,921.2,115.4,105.6,145.1,899.1,8.91,18.66,4
106.168,81.463,6.084,2.91,75.65,902.7,918.4,120.8,104.7,146.9,895.2,8.93,18.63,4
106.213,81.416,6.084,2.89,75.63,903.5,919.3,119.9,105.3,145.8,891.3,8.86,18.7,4
106.113,81.493,6.084,2.88,75.66,904.9,921.7,123.5,107.6,145.4,894.2,8.86,18.71,4
106.147,81.441,6.084,2.85,75.64,905.5,923,117.5,108.3,145.7,912.6,9.03,18.54,4
106.068,81.358,6.084,2.83,75.65,904,920.1,117.8,107.9,146.2,915.3,8.99,18.58,4
106.071,81.477,7.384,2.83,75.67,903.5,920.6,125.2,108.8,145.9,916.8,9.06,18.51,4
106.125,81.55,6.136,2.89,75.63,905.9,922.7,120.5,106.1,145.8,915.9,9.04,18.53,4
106.097,81.457,6.084,2.87,75.62,904.6,919.3,116.3,106,145.9,908.7,8.99,18.57,4
106.093,81.39,6.084,2.89,75.61,904.9,918.8,116.3,106,145,916.2,9.05,18.51,4
106.031,81.467,6.188,2.88,75.63,903.8,919.7,116.9,105,145.2,895.6,8.93,18.64,4
106.053,81.559,6.188,2.87,75.61,907.2,920.8,117.2,105.6,145.7,898.6,8.88,18.69,4
106.154,81.489,6.188,2.86,75.62,905.3,920.1,115.4,105.7,145.2,913.7,8.92,18.65,4
105.937,81.497,6.084,2.84,75.65,904.9,920.3,116.3,106.2,145.8,917,9.06,18.51,4
106.054,81.415,6.188,2.87,75.61,903.6,919.9,116.6,107.3,145.7,913.2,8.97,18.6,4
106.058,81.493,6.188,2.92,75.61,904.4,919.5,127.3,106.6,145.2,919.6,8.97,18.59,4
106.078,81.375,6.188,2.88,75.62,904.6,920.4,121.7,105.8,145.9,894.5,8.86,18.71,4
106.059,81.494,6.136,2.89,75.63,903.5,918.2,123.8,106.8,144.8,896.4,8.92,18.65,4
106.048,81.313,6.188,2.89,75.66,904.2,920.3,119.6,107.5,145.4,893.4,8.89,18.68,4
106.073,81.465,6.084,2.91,75.64,907.7,922.8,113,105.4,145.5,895.7,8.89,18.67,4
106.163,81.399,6.188,2.83,75.65,906.2,919.7,115.7,108.1,145.6,904.4,8.97,18.6,4
106.066,81.489,6.084,2.86,75.63,905.5,922.1,116.9,108.1,145.5,911.1,8.97,18.6,4
105.697,80.974,6.292,3.57,75.76,890.9,916.4,112.7,100.5,146.9,842.1,8.61,18.96,4
105.803,81.211,6.24,3.35,75.76,890.2,911,123.8,107.2,146.2,877.7,8.72,18.84,4
106.04,81.957,11.128,2.99,75.64,901.1,916,113.3,102.2,146.7,882.5,8.85,18.72,4
106.102,82.009,11.128,3,75.64,900.5,916.2,112.1,102.8,147.3,871.9,8.82,18.75,4
106.036,82,11.128,3.01,75.62,899.4,915.6,114.5,101.1,146.5,865.5,8.78,18.79,4
106.05,82.083,11.128,3.01,75.65,900.3,917.1,119.3,102.2,146.5,879.2,8.78,18.78,4
106.086,82.004,11.18,2.96,75.63,900.5,916.2,121.7,104.2,145.4,889.2,8.86,18.71,4
147.789,82.099,11.128,2.94,75.65,900.9,915.6,116,104.4,146.4,887.3,8.86,18.71,4
116.878,81.989,11.128,2.98,75.64,900,916.2,112.4,102.1,145.9,887.3,8.87,18.7,4
106.17,82.041,11.128,2.93,75.63,902.2,919.3,117.8,103.7,146.4,879,8.81,18.76,4
106.014,81.995,11.128,2.92,75.62,900.9,918.2,116.9,103.5,145.2,888.8,8.85,18.72,4
132.591,82.06,11.128,2.93,75.62,901.1,917.7,112.4,105.1,146.2,885.6,8.86,18.71,4
106.07,82.138,11.128,2.91,75.63,900.1,916,111.8,104.5,146,891.3,8.87,18.7,4
106.111,82.099,11.128,2.96,75.62,900.7,917.5,114.5,104.3,145.8,880.6,8.82,18.75,4
106.107,82.027,11.128,2.99,75.61,900.3,916.7,118.4,103.6,146.6,874,8.8,18.77,4
106.097,81.985,11.128,2.93,75.62,901.4,919,118.7,104.1,146.1,886.4,8.88,18.68,4
106.136,82.034,11.128,2.96,75.62,899.8,916,118.1,103.2,146.1,881.4,8.78,18.78,4
151.787,82.054,10.972,2.97,75.67,903.3,918.4,111.8,105.2,145.5,889.8,8.82,18.75,4
106.072,81.983,11.128,2.91,75.67,900,916.9,121.4,106.2,146.3,894.7,8.87,18.69,4
122.747,82.001,11.128,2.93,75.64,902.5,918.4,116.3,103.4,146.3,881.5,8.84,18.73,4
106.113,82.038,11.128,2.94,75.64,902.5,918.8,113,104.8,146.3,885.4,8.83,18.74,4
116.288,81.955,11.128,3,75.62,903.3,919,112.4,101.5,145.6,885.6,8.88,18.69,4
106.109,82.019,11.128,2.95,75.63,900.9,916,116,103.3,145.2,894.1,8.88,18.69,4
106.107,82.038,10.972,2.95,75.62,903.5,917.5,116,104,145.4,885.6,8.88,18.68,4
106.098,82.032,11.128,2.98,75.63,902.9,920.1,117.5,101.7,146.6,881.6,8.86,18.71,4
117.853,82.039,11.128,2.99,75.64,903.6,919.9,113.3,104.2,145.9,875.8,8.81,18.76,4
155.032,82,11.128,2.93,75.67,901.6,916.4,111.8,105.5,146.3,888.6,8.86,18.71,4
106.1,82.096,11.128,2.92,75.63,903.1,920.3,114.2,104.2,145.9,884.1,8.76,18.8,4
148.202,82.07,11.232,2.95,75.63,902,917.7,114.2,104.1,146,883.1,8.83,18.73,4
106.053,82.114,11.128,2.97,75.64,903.3,920.1,110.6,103.4,145.9,888,8.89,18.67,4
106.139,82.048,11.128,2.92,75.64,902.5,920.1,121.1,106.6,145.6,887.7,8.86,18.7,4
106.076,82.012,11.128,2.89,75.65,900.1,916.9,114.8,106.5,145,901.7,8.91,18.66,4
106.168,82.03,10.972,2.83,75.64,902.9,916.9,119,107.3,145.2,935.6,9.03,18.54,4
106.083,81.978,10.972,2.83,75.66,903.8,918,117.5,108.6,145.2,918,9.02,18.55,4
106.027,81.94,11.128,2.93,75.64,903.6,918.8,113.6,104.5,146.5,886.5,8.89,18.67,4
106.04,82.072,11.128,2.87,75.65,901.4,916.2,122.9,105.7,145.4,909.4,8.97,18.6,4
119.426,82.005,10.972,2.92,75.66,902.7,920.3,117.8,105.3,144.8,898.8,8.88,18.69,4
106.116,82.071,10.972,2.9,75.64,901.6,916.6,111.5,104.3,145,908.9,8.94,18.63,4
106.132,82.067,11.232,2.86,75.63,902.5,920.3,116.9,107.7,146.4,912.6,8.9,18.67,4
106.109,82.053,10.972,2.89,75.64,901.8,917.3,114.2,105.6,145.2,904.6,8.94,18.62,4
106.13,82.091,11.024,2.88,75.65,900.5,917.1,118.1,106.1,145.5,905.4,8.97,18.6,4
106.063,82.033,10.868,2.87,75.65,902.2,918.4,118.7,105.5,144.8,900.5,8.92,18.65,4
106.105,81.991,11.128,2.9,75.61,901.8,917.3,120.2,105.6,145.5,892.2,8.88,18.69,4
106.079,82.099,10.868,2.88,75.65,902.2,919.9,118.1,105.7,146.1,887.6,8.91,18.66,4
106.075,82.011,10.868,2.88,75.6,903.8,919.5,113.6,106.2,145.5,901.8,8.91,18.66,4
106.045,82.007,10.504,2.88,75.62,904.8,921.4,117.5,106.7,145.5,898.1,8.9,18.67,4
106.108,81.469,6.084,2.9,75.66,902.7,920.1,117.8,105.8,145.7,903.8,8.97,18.6,4
106.132,81.446,6.084,2.92,75.67,904.6,920.6,111.8,104.1,145.8,886.6,8.86,18.71,4
106.047,82.007,11.128,2.9,75.64,905.7,919.3,120.2,105.6,145.4,885,8.92,18.65,4
106.185,81.423,6.084,2.89,75.62,905.3,921.7,121.1,107.5,147.1,892.6,8.85,18.72,4
106.131,81.448,6.084,2.88,75.62,905.3,919.9,122.3,105.7,146.2,920.2,9,18.57,4
106.1,81.417,6.188,2.86,75.64,906.6,923.4,117.5,106.2,146.7,901.6,8.89,18.68,4
106.089,81.428,6.188,2.81,75.65,905.7,922.7,118.7,108,147.2,926.4,9.03,18.54,4
106.12,81.518,6.084,2.86,75.62,903.1,920.1,116.6,106.7,145.3,899.4,8.9,18.67,4
106.137,81.544,6.084,2.87,75.65,905.1,919.7,115.7,106.6,145.6,891.4,8.87,18.7,4
106.151,81.486,6.084,2.87,75.65,905.3,920.1,119.3,105.9,146.2,895.6,8.92,18.65,4
106.146,81.456,6.188,2.88,75.64,905.7,922.8,115.4,105.9,146.2,895.5,8.94,18.63,4
106.047,81.397,6.084,2.89,75.63,905.9,921.4,117.5,106.5,145,906.1,8.91,18.66,4
106.112,81.383,6.188,2.88,75.65,905.1,921.4,122,106.1,146.4,908.5,8.95,18.62,4
106.041,81.561,6.084,2.9,75.61,906.8,922.3,119.6,106.7,145.9,896.9,8.94,18.63,4
106.127,81.477,6.084,2.92,75.64,907.3,920.4,119,105.8,145.2,895.9,8.85,18.72,4
106.061,81.409,6.24,2.88,75.63,905.7,922.1,119.9,106.8,146.2,904.4,8.97,18.6,4
106.037,81.485,6.084,2.87,75.66,905.5,921.2,114.8,105.1,146.9,895,8.88,18.68,4
106.035,81.427,6.188,2.88,75.67,905.7,921,119.9,106.5,146.6,897.3,8.89,18.67,4
106.072,81.376,6.084,2.88,75.64,905.3,919.7,120.8,107.9,146.1,899.6,8.96,18.61,4
106.17,81.327,6.084,2.88,75.62,905.7,919.5,115.4,105.9,147.4,918.6,9.02,18.54,4
106.13,81.493,6.188,2.86,75.65,906,921.2,114.5,105.7,145.1,904.8,8.98,18.59,4
106.119,81.446,6.084,2.87,75.63,905.1,919.7,117.2,105.3,145,905.8,8.85,18.72,4
106.124,81.54,6.084,2.86,75.61,905.9,923,122.3,107.8,146.1,900.8,8.94,18.63,4
106.021,81.423,6.136,2.87,75.62,904.4,920.3,119.9,106.3,145.4,889.1,8.87,18.69,4
106.035,81.471,6.084,2.83,75.61,904.6,920.6,125.8,107.7,146.6,928.7,9.02,18.55,4
106.062,81.403,6.084,2.84,75.64,906.6,923,118.1,108.4,147.1,895.2,8.96,18.61,4
106.09,81.477,6.084,2.87,75.62,907.3,922.3,116.3,105.9,145.5,901.3,8.94,18.62,4
105.913,81.169,6.188,3.31,75.74,891.8,912.7,118.4,106.1,146.3,881.8,8.78,18.79,4
106.082,82.059,10.972,2.99,75.62,900.9,915.3,116.3,104,145.3,878.6,8.82,18.75,4
106.078,82.025,11.128,2.93,75.64,900.7,917.3,117.2,104.1,146.2,884.9,8.81,18.75,4
106.065,82.109,11.128,2.96,75.65,899.4,916.6,113.6,102.3,146.1,871.4,8.78,18.78,4
106.118,82.073,10.868,2.97,75.64,899.8,916.6,112.4,102.5,147,888,8.87,18.7,4
106.036,82.071,10.972,2.99,75.64,901.8,918.6,110,100,149.6,876.9,8.8,18.77,4
106.112,82.036,11.128,2.98,75.63,900.9,915.1,118.1,103.6,145,882.8,8.79,18.77,4
106.01,82.122,11.128,2.96,75.64,901.4,918.2,116.6,103.4,145.8,874.1,8.77,18.79,4
106.076,82.016,11.128,3.01,75.67,900,916.2,113.3,103.3,146,884.1,8.78,18.78,4
106.042,82.032,11.128,2.98,75.64,901.8,918.4,111.5,101.5,146.4,869.5,8.78,18.79,4
106.153,82.124,11.18,2.95,75.65,900.7,917.9,115.7,104.8,145.7,891.5,8.83,18.73,4
106.089,82.079,11.18,3.01,75.63,900,916.6,114.5,101.1,148.1,873.6,8.79,18.77,4
106.038,82.104,11.128,3.05,75.67,902.4,919.1,109.7,100.5,146.1,865.1,8.72,18.85,4
106.101,81.96,11.128,3,75.64,901.4,918,113.3,100.6,145.7,874.4,8.81,18.76,4
110.698,82.03,11.128,2.95,75.65,901.2,918.4,116.6,102.1,145.4,882.6,8.85,18.72,4
136.591,82.006,11.076,2.92,75.64,901.4,916,121.7,104.3,144.8,885.6,8.83,18.74,4
106.122,82.045,11.128,2.97,75.65,902.4,915.6,115.4,102.4,146.9,868.4,8.78,18.79,4
106.038,81.976,11.128,2.9,75.62,900.9,918,119,105.3,146.6,890.9,8.88,18.69,4
106.136,82.105,11.128,2.92,75.61,900.7,916.2,115.7,104.7,145.5,918.2,8.97,18.6,4
106.137,82.027,11.128,2.95,75.62,900.3,918.4,114.8,104.4,146.5,883.5,8.81,18.76,4
106.042,82.013,11.128,2.96,75.64,900.5,917.1,123.8,104.5,145,884.3,8.85,18.72,4
106.091,81.998,11.128,2.95,75.61,899.8,918.6,112.4,103.3,146.2,881.8,8.82,18.75,4
106.129,81.957,11.128,2.96,75.65,900,917.1,113.9,103.8,146.3,871.5,8.8,18.77,4
106.115,82.077,11.128,2.92,75.6,901.4,918.4,119.3,105.5,145.5,893.5,8.9,18.67,4
106.149,82.04,11.128,2.92,75.6,900.9,916.9,117.8,106,145.4,888.9,8.83,18.74,4
106.138,81.997,11.128,2.95,75.67,902,916.4,117.5,104,145.8,873,8.79,18.78,4
151.978,82.035,11.232,2.97,75.64,902.4,916,113.6,102.2,144.9,887.4,8.83,18.73,4
106.096,82.039,11.128,2.96,75.62,902.4,918.8,120.5,103.5,146.2,883,8.82,18.75,4
130.9,82.002,11.128,2.96,75.62,900.9,916.9,113.6,104.6,146.6,876.1,8.76,18.8,4
108.847,81.942,11.128,2.93,75.63,902.5,919,114.5,105.5,146.2,887.2,8.9,18.67,4
106.075,82.108,11.128,2.87,75.64,900.1,916.9,118.7,108.4,146.5,906.6,8.91,18.66,4
112.771,81.945,11.128,2.89,75.67,903.3,918.2,119.6,105.8,145.4,904.9,8.97,18.59,4
106.062,81.945,10.972,2.93,75.64,903.1,918.8,114.2,105.6,145.7,882.4,8.83,18.74,4
106.082,82.112,10.972,2.99,75.64,903.3,916.9,115.1,104.1,145.3,882.1,8.82,18.75,4
106.044,82.039,11.128,2.99,75.62,900.5,918,114.5,103.6,145.7,873.9,8.8,18.77,4
106.107,82.051,11.128,2.96,75.66,900.9,918.4,120.8,104.6,146.2,875.2,8.79,18.78,4
106.096,82.145,11.128,2.96,75.64,901.2,915.6,113.6,104,146.6,892.1,8.85,18.71,4
106.088,82.045,11.18,2.98,75.61,900.9,918.4,109.7,101.9,145.6,867.3,8.79,18.78,4
106.097,82.061,11.128,2.93,75.66,903.5,920.3,115.7,104.3,146.8,889.9,8.86,18.71,4
106.095,82.086,11.128,2.88,75.65,902.5,919.5,116,105.3,145.9,914.3,8.96,18.61,4
106.02,82.056,11.128,2.92,75.59,901.4,915.8,114.5,104.7,146.6,896.3,8.87,18.7,4
106.074,82.027,10.972,2.91,75.64,902.7,916.4,117.8,104.8,145.8,896.8,8.89,18.68,4
106.147,81.997,10.868,2.89,75.65,900.9,917.9,113.9,106.4,145.5,914.5,9.02,18.55,4
114.452,81.991,10.972,2.87,75.64,901.1,917.7,113.6,106,146.6,892.6,8.94,18.62,4
106.118,82.065,10.66,2.86,75.61,904.8,918.4,113.6,105.7,145.1,894.4,8.92,18.64,4
106.078,81.971,10.972,2.87,75.62,903.6,917.5,116.6,106.4,147,896.7,8.91,18.66,4
106.154,81.357,6.084,2.86,75.62,902.4,919.5,117.2,107.7,145.8,917,9.01,18.56,4
106.108,81.462,6.084,2.85,75.64,904,921.5,114.2,105.8,146.2,915.5,8.95,18.62,4
106.049,81.347,6.084,2.9,75.67,902.4,919.3,116,105.3,145.4,903,8.9,18.66,4
106.086,81.456,6.188,2.92,75.64,904.6,919.9,121.4,106.1,145.4,916.4,8.96,18.61,4
106.142,81.524,6.24,2.9,75.63,902.5,918.4,119.6,104.4,145.1,896.3,8.9,18.66,4
106.104,81.552,7.384,2.92,75.6,903.1,921.4,114.8,104.6,148.6,893.3,8.87,18.69,4
106.133,81.414,6.084,2.89,75.65,905.5,920.3,120.8,106.9,146.2,901.6,8.88,18.69,4
106.162,81.452,6.084,2.88,75.66,902.7,918,115.1,106.2,147.3,913.4,8.97,18.6,4
106.039,81.505,6.084,2.92,75.63,903.6,918.8,109.7,103.4,146,895.5,8.9,18.67,4
106.036,81.384,6.084,2.92,75.62,902.7,919.1,112.4,105,146.2,892.6,8.86,18.71,4
106.124,81.46,6.084,2.88,75.65,904.6,920.1,118.7,106.4,145.1,902.1,8.9,18.67,4
106.132,81.416,6.084,2.84,75.62,903.3,919.5,117.8,107.3,145.2,927.1,9,18.56,4
106.07,81.454,6.084,2.81,75.62,905.3,920.6,119.6,108.9,145.2,924,9,18.57,4
106.124,81.473,6.188,2.8,75.68,906.4,923.6,125.8,110.5,145.4,916,8.92,18.65,4
106.116,81.484,6.136,2.87,75.62,903.1,920.3,118.4,105.6,145.5,896,8.95,18.62,4
106.055,81.461,6.084,2.85,75.63,905.7,922.7,115.7,107.4,147.4,900.8,8.96,18.61,4
106.094,81.342,6.084,2.87,75.65,906.6,922.8,113.6,106.9,146.1,907.1,8.92,18.65,4
106.088,81.408,6.084,2.85,75.62,904,919.5,117.5,105.9,146,894.8,8.88,18.69,4
106.101,81.394,6.188,2.89,75.66,904.4,921,113.9,106.2,145.5,894.7,8.87,18.7,4
105.999,81.429,6.084,2.87,75.65,905.5,919.3,115.1,105.7,145,904.2,8.85,18.72,4
106.105,81.468,6.084,2.84,75.63,906,919.7,119.9,107.6,145.6,917,8.97,18.6,4
106.142,81.38,6.188,2.87,75.64,904,920.4,119.3,107.5,144.9,917.4,9.01,18.56,4
106.072,81.493,6.188,2.87,75.65,905.5,920.8,114.5,107.5,145.5,907.3,8.96,18.61,4
106.026,81.456,6.084,2.87,75.63,906.8,922.5,122.3,106.6,144.9,905.6,8.92,18.65,4
106.064,81.42,6.188,2.84,75.66,905.9,922.1,125.2,110.7,147.5,921.6,8.97,18.6,4
106.131,81.401,6.188,2.89,75.67,907.2,921.5,120.8,106.9,145.4,895.5,8.93,18.63,4
106.1,81.427,6.136,2.86,75.65,906.4,920.3,124.9,108.9,147.3,908.2,9.01,18.56,4
